scntfcN,taxnRnk,kingdom,order,family,genus,species
Epidendrum megagastrium Lindl.,SPECIES,Plantae,Asparagales,Orchidaceae,Epidendrum,Epidendrum megagastrium
Phytolacca bogotensis Kunth,SPECIES,Plantae,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca bogotensis
Raphanus raphanistrum subsp. sativus (L.) Domin,SUBSPECIES,Plantae,Brassicales,Brassicaceae,Raphanus,Raphanus sativus
Siphocampylus krauseanus E.Wimm.,SPECIES,Plantae,Asterales,Campanulaceae,Siphocampylus,Siphocampylus krauseanus
Dendrophorbium fortunatum (Cuatrec.) C.Jeffrey,SPECIES,Plantae,Asterales,Asteraceae,Dendrophorbium,Dendrophorbium fortunatum
Senecio collinus DC.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio collinus
Veronica arvensis L.,SPECIES,Plantae,Lamiales,Plantaginaceae,Veronica,Veronica arvensis
Polylepis pepei B.B.Simpson,SPECIES,Plantae,Rosales,Rosaceae,Polylepis,Polylepis pepei
Stipa hans-meyeri Pilg.,SPECIES,Plantae,Poales,Poaceae,Stipa,Stipa hans-meyeri
Asplenium haenkeanum (C.Presl) Hieron.,SPECIES,Plantae,Polypodiales,Aspleniaceae,Asplenium,Asplenium haenkeanum
Asplenium castaneum Schltdl. & Cham.,SPECIES,Plantae,Polypodiales,Aspleniaceae,Asplenium,Asplenium castaneum
Bromus catharticus Vahl,SPECIES,Plantae,Poales,Poaceae,Bromus,Bromus catharticus
Berberis huanucensis (C.K.Schneid.) J.F.Macbr.,SPECIES,Plantae,Ranunculales,Berberidaceae,Berberis,Berberis lutea
Hydrocotyle filipes Mathias,SPECIES,Plantae,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle filipes
Cerastium glomeratum Thuill.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium glomeratum
Arenaria digyna Willd. ex D.F.K.Schltdl.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Arenaria,Arenaria digyna
Baccharis tola Phil.,SPECIES,Plantae,Asterales,Asteraceae,Baccharis,Baccharis tola
Carex crinalis Boott,SPECIES,Plantae,Poales,Cyperaceae,Carex,Carex crinalis
Belloa kunthiana (DC.) Anderb. & S.E.Freire,SPECIES,Plantae,Asterales,Asteraceae,Mniodes,Mniodes kunthiana
Gentianella scarlatiflora (Gilg) J.S.Pringle,SPECIES,Plantae,Gentianales,Gentianaceae,Gentianella,Gentianella scarlatiflora
Carex meridensis (Steyerm.) J.R.Starr,SPECIES,Plantae,Poales,Cyperaceae,Carex,Carex meridensis
Halenia umbellata (Ruiz & Pav.) Gilg,SPECIES,Plantae,Gentianales,Gentianaceae,Halenia,Halenia umbellata
Cotula mexicana (DC.) Cabrera,SPECIES,Plantae,Asterales,Asteraceae,Soliva,Soliva mexicana
Cerastium mollissimum Poir.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium mollissimum
Chersodoma antennaria (Wedd.) Cabrera,SPECIES,Plantae,Asterales,Asteraceae,Chersodoma,Chersodoma antennaria
Cerastium subspicatum Wedd.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium subspicatum
Myrosmodes paludosa (Rchb.f.) P.Ortiz,SPECIES,Plantae,Asparagales,Orchidaceae,Myrosmodes,Myrosmodes paludosa
Bartsia flava subsp. minor Molau,SUBSPECIES,Plantae,Lamiales,Orobanchaceae,Neobartsia,Neobartsia flava
Montia fontana L.,SPECIES,Plantae,Caryophyllales,Montiaceae,Montia,Montia fontana
Rockhausenia pygmaea (Gillies ex Hook. & Arn.) D.J.N.Hind,SPECIES,Plantae,Asterales,Asteraceae,Rockhausenia,Rockhausenia pygmaea
Castilleja virgatoides Edwin,SPECIES,Plantae,Lamiales,Orobanchaceae,Castilleja,Castilleja virgatoides
Pseudognaphalium melanosphaeroides (Sch.Bip. ex Wedd.) Anderb.,SPECIES,Plantae,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium lanuginosum
Lachemilla andina (L.M.Perry) Rothm.,SPECIES,Plantae,Rosales,Rosaceae,Lachemilla,Lachemilla andina
Lachemilla aphanoides (Mutis ex L.fil.) Rothm.,SPECIES,Plantae,Rosales,Rosaceae,Lachemilla,Lachemilla aphanoides
Capsella bursa-pastoris (L.) Medik.,SPECIES,Plantae,Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris
Draba cuzcoensis O.E.Schulz,SPECIES,Plantae,Brassicales,Brassicaceae,Draba,Draba cuzcoensis
Plantago australis Lam.,SPECIES,Plantae,Lamiales,Plantaginaceae,Plantago,Plantago australis
Festuca tenuiculmis Tovar,SPECIES,Plantae,Poales,Poaceae,Poa,Poa annua
Deyeuxia tarmensis (Pilg.) Sodiro,SPECIES,Plantae,Poales,Poaceae,Cinnagrostis,Cinnagrostis tarmensis
Deyeuxia intermedia J.Presl,SPECIES,Plantae,Poales,Poaceae,Cinnagrostis,Cinnagrostis intermedia
Gynoxys cuzcoensis Cuatrec.,SPECIES,Plantae,Asterales,Asteraceae,Gynoxys,Gynoxys cuzcoensis
Senecio genisianus Cuatrec.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio genisianus
Alchemilla andina (L.M.Perry) J.F.Macbr.,SPECIES,Plantae,Rosales,Rosaceae,Lachemilla,Lachemilla andina
"Solanum catilliflorum G.J.Anderson, Martine, Prohens & Nuez",SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum catilliflorum
Solanum americanum Mill.,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum americanum
Carex pichinchensis Kunth,SPECIES,Plantae,Poales,Cyperaceae,Carex,Carex pichinchensis
Luzula gigantea Desv.,SPECIES,Plantae,Poales,Juncaceae,Luzula,Luzula gigantea
Ribes brachybotrys (Wedd.) Jancz.,SPECIES,Plantae,Saxifragales,Grossulariaceae,Ribes,Ribes brachybotrys
Sisyrinchium brevipes Baker,SPECIES,Plantae,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium brevipes
Gamochaeta americana (Mill.) Wedd.,SPECIES,Plantae,Asterales,Asteraceae,Gamochaeta,Gamochaeta americana
Oxalis phaeotricha Diels,SPECIES,Plantae,Oxalidales,Oxalidaceae,Oxalis,Oxalis phaeotricha
Lachemilla pinnata (Ruiz & Pav.) Rothm.,SPECIES,Plantae,Rosales,Rosaceae,Lachemilla,Lachemilla pinnata
Valeriana vilcabambensis Sylvester & Barrie,SPECIES,Plantae,Dipsacales,Caprifoliaceae,Valeriana,Valeriana vilcabambensis
Bromus lanatus Kunth,SPECIES,Plantae,Poales,Poaceae,Bromus,Bromus lanatus
Deyeuxia rigescens (J.Presl) Türpe,SPECIES,Plantae,Poales,Poaceae,Cinnagrostis,Cinnagrostis rigescens
Hedeoma mandoniana Wedd.,SPECIES,Plantae,Lamiales,Lamiaceae,Hedeoma,Hedeoma mandoniana
Festuca casapaltensis Ball,SPECIES,Plantae,Poales,Poaceae,Festuca,Festuca casapaltensis
Muhlenbergia ligularis (Hack.) Hitchc.,SPECIES,Plantae,Poales,Poaceae,Muhlenbergia,Muhlenbergia ligularis
Anastrophyllum auritum (Lehm.) Steph.,SPECIES,Plantae,Jungermanniales,Anastrophyllaceae,Anastrophyllum,Anastrophyllum auritum
Harpalejeunea cinchonae (Nees) Schiffn.,SPECIES,Plantae,Porellales,Lejeuneaceae,Harpalejeunea,Harpalejeunea cinchonae
Drepanolejeunea cutervoensis (Loitl.) Grolle,SPECIES,Plantae,Porellales,Lejeuneaceae,Drepanolejeunea,Drepanolejeunea cutervoensis
Plagiochila bicuspidata Gottsche,SPECIES,Plantae,Jungermanniales,Plagiochilaceae,Plagiochila,Plagiochila bicuspidata
Riccardia hans-meyeri (Steph.) Meenks & C.De Jong,SPECIES,Plantae,Metzgeriales,Aneuraceae,Riccardia,Riccardia hans-meyeri
Carex macloviana d'Urv.,SPECIES,Plantae,Poales,Cyperaceae,Carex,Carex macloviana
Eleocharis albibracteata Nees & Meyen ex Kunth,SPECIES,Plantae,Poales,Cyperaceae,Eleocharis,Eleocharis albibracteata
Ribes bolivianum Jancz.,SPECIES,Plantae,Saxifragales,Grossulariaceae,Ribes,Ribes bolivianum
Geranium core-core Steud.,SPECIES,Plantae,Geraniales,Geraniaceae,Geranium,Geranium core-core
Pernettya prostrata (Cav.) DC.,SPECIES,Plantae,Ericales,Ericaceae,Gaultheria,Gaultheria myrsinoides
Astragalus uniflorus DC.,SPECIES,Plantae,Fabales,Fabaceae,Astragalus,Astragalus uniflorus
Oreomyrrhis andicola (Lag. ex DC.) Hook.fil.,SPECIES,Plantae,Apiales,Apiaceae,Chaerophyllum,Chaerophyllum andicola
Senecio praeruptorum Sch.Bip.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio praeruptorum
Hieracium streptochaetum Zahn,SPECIES,Plantae,Asterales,Asteraceae,Hieracium,Hieracium streptochaetum
Polylepis rodolfovasquezii L.Valenz. & Villalba,SPECIES,Plantae,Rosales,Rosaceae,Polylepis,Polylepis rodolfovasquezii
Urtica magellanica A.Juss. ex Poir.,SPECIES,Plantae,Rosales,Urticaceae,Urtica,Urtica magellanica
Berberis saxicola Lechl.,SPECIES,Plantae,Ranunculales,Berberidaceae,Berberis,Berberis saxicola
Tristerix longebracteatus (Desr.) Barlow & Wiens,SPECIES,Plantae,Santalales,Loranthaceae,Tristerix,Tristerix longebracteatus
Berberis lutea Ruiz & Pav.,SPECIES,Plantae,Ranunculales,Berberidaceae,Berberis,Berberis lutea
Cardamine bonariensis Pers.,SPECIES,Plantae,Brassicales,Brassicaceae,Cardamine,Cardamine bonariensis
Poa subspicata (J.Presl) Kunth,SPECIES,Plantae,Poales,Poaceae,Poa,Poa subspicata
Deyeuxia vicunarum Wedd.,SPECIES,Plantae,Poales,Poaceae,Cinnagrostis,Cinnagrostis vicunarum
Deyeuxia ovata J.Presl,SPECIES,Plantae,Poales,Poaceae,Deschampsia,Deschampsia ovata
Senecio chrysolepis Phil.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio chrysolepis
Culcitium humile DC.,SPECIES,Plantae,Asterales,Asteraceae,Culcitium,Culcitium humile
Belloa longifolia (Cuatrec. & Aristeg.) Sagást. & M.O.Dillon,SPECIES,Plantae,Asterales,Asteraceae,Mniodes,Mniodes longifolia
Tristerix longibracteatus (Desr.) Barlow & Wiens,SPECIES,Plantae,Santalales,Loranthaceae,Tristerix,Tristerix longibracteatus
Austrolycopodium magellanicum (P.Beauv.) Holub,SPECIES,Plantae,Lycopodiales,Lycopodiaceae,Austrolycopodium,Austrolycopodium magellanicum
Cardamine vulgaris Phil.,SPECIES,Plantae,Brassicales,Brassicaceae,Cardamine,Cardamine vulgaris
Gaultheria prostrata W.W.Sm.,SPECIES,Plantae,Ericales,Ericaceae,Gaultheria,Gaultheria prostrata
Lepidium abrotanifolium Turcz.,SPECIES,Plantae,Brassicales,Brassicaceae,Lepidium,Lepidium abrotanifolium
Poa annua L.,SPECIES,Plantae,Poales,Poaceae,Poa,Poa annua
Poa gymnantha Pilg.,SPECIES,Plantae,Poales,Poaceae,Poa,Poa gymnantha
Braunia subincana Broth.,SPECIES,Plantae,Hedwigiales,Hedwigiaceae,Braunia,Braunia subincana
Salpichroa glandulosa (Hook.) Miers,SPECIES,Plantae,Solanales,Solanaceae,Salpichroa,Salpichroa glandulosa
Metzgeria laciniata Kuwah.,SPECIES,Plantae,Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria laciniata
Frullania clandestina (Nees & Mont.) Nees,SPECIES,Plantae,Porellales,Frullaniaceae,Frullania,Frullania clandestina
Metzgeria scyphigera A.Evans,SPECIES,Plantae,Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria scyphigera
Plagiochila exigua (Taylor) Taylor,SPECIES,Plantae,Jungermanniales,Plagiochilaceae,Plagiochila,Plagiochila exigua
Metzgeria polytricha Spruce,SPECIES,Plantae,Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria polytricha
Metzgeria attenuata Steph.,SPECIES,Plantae,Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria consanguinea
Metzgeria agnewiae Kuwah.,SPECIES,Plantae,Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria agnewiae
Frullania cuencensis Taylor,SPECIES,Plantae,Porellales,Frullaniaceae,Frullania,Frullania cuencensis
Cestrum nocturnum L.,SPECIES,Plantae,Solanales,Solanaceae,Cestrum,Cestrum nocturnum
Calceolaria engleriana subsp. engleriana,SUBSPECIES,Plantae,Lamiales,Calceolariaceae,Calceolaria,Calceolaria engleriana
Saracha punctata Ruiz & Pav.,SPECIES,Plantae,Solanales,Solanaceae,Saracha,Saracha punctata
Baccharis johnwurdackiana H.Rob.,SPECIES,Plantae,Asterales,Asteraceae,Baccharis,Baccharis johnwurdackiana
Elaphoglossum vittarioides Mickel,SPECIES,Plantae,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum vittarioides
Draba soratensis Wedd.,SPECIES,Plantae,Brassicales,Brassicaceae,Draba,Draba soratensis
Bartsia elongata Wedd.,SPECIES,Plantae,Lamiales,Orobanchaceae,Neobartsia,Neobartsia elongata
Baccharis trinervis (Lam.) Pers.,SPECIES,Plantae,Asterales,Asteraceae,Baccharis,Baccharis trinervis
Raphanus sativus L.,SPECIES,Plantae,Brassicales,Brassicaceae,Raphanus,Raphanus sativus
Elaphoglossum mathewsii (Fée) T.Moore,SPECIES,Plantae,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum mathewsii
Monnina herrerae Ferreyra,SPECIES,Plantae,Fabales,Polygalaceae,Monnina,Monnina herrerae
Luma chequen (Molina) A.Gray,SPECIES,Plantae,Myrtales,Myrtaceae,Luma,Luma chequen
Senecio modestus Wedd,SPECIES,Plantae,Asterales,Asteraceae,Culcitium,Culcitium humile
Hypolepis obtusata (C.Presl) Kuhn,SPECIES,Plantae,Polypodiales,Dennstaedtiaceae,Hypolepis,Hypolepis obtusata
Nasturtium officinale W.T.Aiton,SPECIES,Plantae,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale
Coursetia orbicularis Benth.,SPECIES,Plantae,Fabales,Fabaceae,Poissonia,Poissonia orbicularis
Poissonia eriantha (Benth.) Hauman,SPECIES,Plantae,Fabales,Fabaceae,Poissonia,Poissonia eriantha
Acanthospermum hispidum DC.,SPECIES,Plantae,Asterales,Asteraceae,Acanthospermum,Acanthospermum hispidum
Tillandsia caulescens Brongn. ex Baker,SPECIES,Plantae,Poales,Bromeliaceae,Tillandsia,Tillandsia caulescens
Tropaeolum warmingianum Rohrb.,SPECIES,Plantae,Brassicales,Tropaeolaceae,Tropaeolum,Tropaeolum warmingianum
Chamaecrista glandulosa (L.) Greene,SPECIES,Plantae,Fabales,Fabaceae,Chamaecrista,Chamaecrista glandulosa
Ipomoea alba L.,SPECIES,Plantae,Solanales,Convolvulaceae,Ipomoea,Ipomoea alba
Indigofera suffruticosa Mill.,SPECIES,Plantae,Fabales,Fabaceae,Indigofera,Indigofera suffruticosa
Trema micranthum (L.) Blume,SPECIES,Plantae,Rosales,Cannabaceae,Trema,Trema micranthum
Ayenia jussieui Cristóbal,SPECIES,Plantae,Malvales,Malvaceae,Ayenia,Ayenia jussieui
Tephrosia cinerea (L.) Pers.,SPECIES,Plantae,Fabales,Fabaceae,Tephrosia,Tephrosia cinerea
Delostoma integrifolium D.Don,SPECIES,Plantae,Lamiales,Bignoniaceae,Delostoma,Delostoma integrifolium
Aldama helianthoides (Rich.) E.E.Schill. & Panero,SPECIES,Plantae,Asterales,Asteraceae,Aldama,Aldama helianthoides
Carica quercifolia (A.St.-Hil.) Hieron.,SPECIES,Plantae,Brassicales,Caricaceae,Vasconcellea,Vasconcellea quercifolia
Bouteloua curtipendula (Michx.) Torr.,SPECIES,Plantae,Poales,Poaceae,Bouteloua,Bouteloua curtipendula
Centrosema virginianum (L.) Benth.,SPECIES,Plantae,Fabales,Fabaceae,Centrosema,Centrosema virginianum
Ibicella lutea (Lindl.) Van Eselt.,SPECIES,Plantae,Lamiales,Martyniaceae,Ibicella,Ibicella lutea
Hoffmannseggia viscosa (Ruiz & Pav.) Hook. & Arn.,SPECIES,Plantae,Fabales,Fabaceae,Hoffmannseggia,Hoffmannseggia viscosa
Tragus berteronianus Schult.,SPECIES,Plantae,Poales,Poaceae,Tragus,Tragus berteronianus
Bothriochloa perforata (Trin. ex E.Fourn.) Herter,SPECIES,Plantae,Poales,Poaceae,Bothriochloa,Bothriochloa barbinodis
Jacaranda mimosifolia D.Don,SPECIES,Plantae,Lamiales,Bignoniaceae,Jacaranda,Jacaranda mimosifolia
Lantana canescens Kunth,SPECIES,Plantae,Lamiales,Verbenaceae,Lantana,Lantana canescens
Apodanthera mandonii Cogn.,SPECIES,Plantae,Cucurbitales,Cucurbitaceae,Apodanthera,Apodanthera mandonii
Sapindus saponaria L.,SPECIES,Plantae,Sapindales,Sapindaceae,Sapindus,Sapindus saponaria
Heliotropium ternatum Vahl,SPECIES,Plantae,Boraginales,Heliotropiaceae,Euploca,Euploca humilis
Prosopis chilensis (Molina) Stuntz,SPECIES,Plantae,Fabales,Fabaceae,Prosopis,Prosopis chilensis
Serjania dasyclados Radlk.,SPECIES,Plantae,Sapindales,Sapindaceae,Serjania,Serjania dasyclados
Neltuma chilensis (Molina) C.E.Hughes & G.P.Lewis,SPECIES,Plantae,Fabales,Fabaceae,Prosopis,Prosopis chilensis
Solanum acuminatum Ruiz & Pav.,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum acuminatum
Solanum maturecalvans Bitter,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum maturecalvans
Galianthe peruviana (Pers.) E.L.Cabral,SPECIES,Plantae,Gentianales,Rubiaceae,Galianthe,Galianthe peruviana
Bomarea sanguinea Kraenzl.,SPECIES,Plantae,Liliales,Alstroemeriaceae,Bomarea,Bomarea formosissima
Bomarea glomerata Herb.,SPECIES,Plantae,Liliales,Alstroemeriaceae,Bomarea,Bomarea setacea
Bartsia weberbaueri Diels,SPECIES,Plantae,Lamiales,Orobanchaceae,Neobartsia,Neobartsia weberbaueri
Asplenium harpeodes Kunze,SPECIES,Plantae,Polypodiales,Aspleniaceae,Asplenium,Asplenium harpeodes
Citharexylum laurifolium Hayek,SPECIES,Plantae,Lamiales,Verbenaceae,Citharexylum,Citharexylum laurifolium
Huperzia phylicifolia (Desv. ex Poir.) Holub,SPECIES,Plantae,Lycopodiales,Lycopodiaceae,Phlegmariurus,Phlegmariurus phylicifolius
Pterichis silvestris Schltr.,SPECIES,Plantae,Asparagales,Orchidaceae,Pterichis,Pterichis silvestris
Amicia lobbiana Benth. ex Rusby,SPECIES,Plantae,Fabales,Fabaceae,Amicia,Amicia lobbiana
Philibertia campanulata (Lindl.) Nicholson,SPECIES,Plantae,Gentianales,Apocynaceae,Philibertia,Philibertia campanulata
Buddleja multiceps Kraenzl.,SPECIES,Plantae,Lamiales,Scrophulariaceae,Buddleja,Buddleja multiceps
Ruagea subviridiflora (C.DC. ex Harms) Harms,SPECIES,Plantae,Sapindales,Meliaceae,Ruagea,Ruagea subviridiflora
Asplenium squamosum L.,SPECIES,Plantae,Polypodiales,Aspleniaceae,Asplenium,Asplenium squamosum
Asplenium sessilifolium Desv.,SPECIES,Plantae,Polypodiales,Aspleniaceae,Asplenium,Asplenium sessilifolium
Asplenium fragrans Sw.,SPECIES,Plantae,Polypodiales,Aspleniaceae,Asplenium,Asplenium fragrans
Campyloneurum asplundii (C.Chr.) Ching,SPECIES,Plantae,Polypodiales,Polypodiaceae,Campyloneurum,Campyloneurum asplundii
Monnina lechleriana Chodat,SPECIES,Plantae,Fabales,Polygalaceae,Monnina,Monnina lechleriana
Thelypteris tristis (Kunze) R.M.Tryon,SPECIES,Plantae,Polypodiales,Thelypteridaceae,Goniopteris,Goniopteris tristis
Phenax laevigatus Wedd.,SPECIES,Plantae,Rosales,Urticaceae,Phenax,Phenax laevigatus
Oncidium retusum (Lindl.) Beer,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum retusum
Cardamine ovata Benth.,SPECIES,Plantae,Brassicales,Brassicaceae,Cardamine,Cardamine ovata
Serpocaulon subandinum (Sodiro) A.R.Sm.,SPECIES,Plantae,Polypodiales,Polypodiaceae,Serpocaulon,Serpocaulon subandinum
Lycaste macrophylla (Poepp. & Endl.) Lindl.,SPECIES,Plantae,Asparagales,Orchidaceae,Lycaste,Lycaste macrophylla
Epidendrum lezlieae R.Vásquez & Ibisch,SPECIES,Plantae,Asparagales,Orchidaceae,Epidendrum,Epidendrum lezlieae
Coriaria ruscifolia subsp. microphylla (Poir.) L.E.Skog,SUBSPECIES,Plantae,Cucurbitales,Coriariaceae,Coriaria,Coriaria microphylla
Tradescantia praetermissa M.Pell.,SPECIES,Plantae,Commelinales,Commelinaceae,Tradescantia,Tradescantia praetermissa
Sorghastrum stipoides (Kunth) Nash,SPECIES,Plantae,Poales,Poaceae,Sorghastrum,Sorghastrum stipoides
Pleurothallis cordata (Ruiz & Pav.) Lindl.,SPECIES,Plantae,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis cordata
Gentianella ruizii (Griseb.) Holub,SPECIES,Plantae,Gentianales,Gentianaceae,Gentianella,Gentianella ruizii
Neodryas weberbaueriana (Kraenzl.) Schltr.,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum rhodoneurum
Lycopodium thyoides Humb. & Bonpl. ex Willd.,SPECIES,Plantae,Lycopodiales,Lycopodiaceae,Diphasiastrum,Diphasiastrum thyoides
Galium weberbaueri K.Krause,SPECIES,Plantae,Gentianales,Rubiaceae,Galium,Galium weberbaueri
Nasa raimondii (Standl. & F.A.Barkley) Weigend,SPECIES,Plantae,Cornales,Loasaceae,Nasa,Nasa raimondii
Anthurium paraguayense Engl.,SPECIES,Plantae,Alismatales,Araceae,Anthurium,Anthurium paraguayense
Zanthoxylum lepidopteriphilum Reynel,SPECIES,Plantae,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum lepidopteriphilum
Tillandsia geminiflora Brongn.,SPECIES,Plantae,Poales,Bromeliaceae,Tillandsia,Tillandsia geminiflora
Varronia cylindristachya Ruiz & Pav.,SPECIES,Plantae,Boraginales,Cordiaceae,Varronia,Varronia cylindristachya
Abatia spicata (Turcz.) Sleumer,SPECIES,Plantae,Malpighiales,Salicaceae,Abatia,Abatia spicata
Duranta mutisii L.f.,SPECIES,Plantae,Lamiales,Verbenaceae,Duranta,Duranta mutisii
Rubus peruvianus Fritsch,SPECIES,Plantae,Rosales,Rosaceae,Rubus,Rubus peruvianus
Epidendrum excisum Lindl.,SPECIES,Plantae,Asparagales,Orchidaceae,Epidendrum,Epidendrum excisum
Tropaeolum fintelmannii Wagener ex Schltdl.,SPECIES,Plantae,Brassicales,Tropaeolaceae,Tropaeolum,Tropaeolum fintelmannii
Otholobium pubescens (Poir.) J.W.Grimes,SPECIES,Plantae,Fabales,Fabaceae,Psoralea,Otholobium pubescens
Prunus williamsii J.F.Macbr.,SPECIES,Plantae,Rosales,Rosaceae,Prunus,Prunus debilis
Tillandsia engleriana Wittm.,SPECIES,Plantae,Poales,Bromeliaceae,Tillandsia,Tillandsia engleriana
Stachys herrerae Epling,SPECIES,Plantae,Lamiales,Lamiaceae,Stachys,Stachys herrerae
Blechnum appendiculatum Willd.,SPECIES,Plantae,Polypodiales,Blechnaceae,Blechnum,Blechnum appendiculatum
Cedrela angustifolia Moc. & Sessé ex DC.,SPECIES,Plantae,Sapindales,Meliaceae,Cedrela,Cedrela odorata
Mutisia venusta S.F.Blake,SPECIES,Plantae,Asterales,Asteraceae,Mutisia,Mutisia venusta
Pecluma divaricata (E.Fourn.) Mickel & Beitel,SPECIES,Plantae,Polypodiales,Polypodiaceae,Pecluma,Pecluma divaricata
Bocconia integrifolia Bonpl.,SPECIES,Plantae,Ranunculales,Papaveraceae,Bocconia,Bocconia integrifolia
Peperomia hartwegiana Miq.,SPECIES,Plantae,Piperales,Piperaceae,Peperomia,Peperomia hartwegiana
Prestonia riedelii (Müll.Arg.) Markgr.,SPECIES,Plantae,Gentianales,Apocynaceae,Rhodocalyx,Rhodocalyx riedelii
Pteris muricatopedata Arbeláez,SPECIES,Plantae,Polypodiales,Pteridaceae,Pteris,Pteris muricatopedata
Persea subcordata (Ruiz & Pav.) Nees,SPECIES,Plantae,Laurales,Lauraceae,Persea,Persea subcordata
Epidendrum acuminatum Ruiz & Pav.,SPECIES,Plantae,Asparagales,Orchidaceae,Epidendrum,Epidendrum acuminatum
Cortaderia jubata (Lemoine) Stapf,SPECIES,Plantae,Poales,Poaceae,Cortaderia,Cortaderia jubata
Epidendrum secundum Jacq.,SPECIES,Plantae,Asparagales,Orchidaceae,Epidendrum,Epidendrum secundum
Cornus peruviana J.F.Macbr.,SPECIES,Plantae,Cornales,Cornaceae,Cornus,Cornus peruviana
Calceolaria atahualpae subsp. atahualpae,SUBSPECIES,Plantae,Lamiales,Calceolariaceae,Calceolaria,Calceolaria atahualpae
Eryngium weberbaueri H.Wolff,SPECIES,Plantae,Apiales,Apiaceae,Eryngium,Eryngium weberbaueri
Tillandsia ionochroma André ex Mez,SPECIES,Plantae,Poales,Bromeliaceae,Tillandsia,Tillandsia ionochroma
Rubus roseus Poir.,SPECIES,Plantae,Rosales,Rosaceae,Rubus,Rubus roseus
Munnozia trinervis Ruiz & Pav.,SPECIES,Plantae,Asterales,Asteraceae,Munnozia,Munnozia trinervis
Randia armata (Sw.) DC.,SPECIES,Plantae,Gentianales,Rubiaceae,Randia,Randia armata
Guarea hirsuta C.DC.,SPECIES,Plantae,Sapindales,Meliaceae,Ruagea,Ruagea hirsuta
Phenax bullatus Rusby,SPECIES,Plantae,Rosales,Urticaceae,Phenax,Phenax mexicanus
Solanum cochabambense Bitter,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum cochabambense
Pilea dauciodora (Ruiz & Pav.) Wedd.,SPECIES,Plantae,Rosales,Urticaceae,Pilea,Pilea dauciodora
Puya densiflora Harms,SPECIES,Plantae,Poales,Bromeliaceae,Puya,Puya densiflora
Tropaeolum crenatiflorum Hook.,SPECIES,Plantae,Brassicales,Tropaeolaceae,Tropaeolum,Tropaeolum crenatiflorum
Calceolaria conocarpa Pennell,SPECIES,Plantae,Lamiales,Calceolariaceae,Calceolaria,Calceolaria conocarpa
Fuchsia decussata Ruiz & Pav.,SPECIES,Plantae,Myrtales,Onagraceae,Fuchsia,Fuchsia decussata
Cheilanthes bonariensis (Willd.) Proctor,SPECIES,Plantae,Polypodiales,Pteridaceae,Myriopteris,Myriopteris aurea
Buddleja diffusa Ruiz & Pav.,SPECIES,Plantae,Lamiales,Scrophulariaceae,Buddleja,Buddleja diffusa
Physalis pubescens L.,SPECIES,Plantae,Solanales,Solanaceae,Physalis,Physalis pubescens
Cestrum rigidum Rusby,SPECIES,Plantae,Solanales,Solanaceae,Cestrum,Cestrum rigidum
Ceroxylon pityrophyllum (Mart.) Mart. ex H.Wendl.,SPECIES,Plantae,Arecales,Arecaceae,Ceroxylon,Ceroxylon pityrophyllum
Cyperus hermaphroditus (Jacq.) Standl.,SPECIES,Plantae,Poales,Cyperaceae,Cyperus,Cyperus hermaphroditus
Gossypium barbadense L.,SPECIES,Plantae,Malvales,Malvaceae,Gossypium,Gossypium barbadense
Wissadula boliviana R.E.Fr.,SPECIES,Plantae,Malvales,Malvaceae,Wissadula,Wissadula boliviana
Tarasa thyrsoidea Krapov.,SPECIES,Plantae,Malvales,Malvaceae,Tarasa,Tarasa thyrsoidea
